,url,fname,val_type
16,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-upright/1782.jpg,1782.jpg,pos
17,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-upright/1236.jpg,1236.jpg,pos
18,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-upright/0916.jpg,0916.jpg,pos
19,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-upright/0670.jpg,0670.jpg,pos
20,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-upright/5111.jpg,5111.jpg,pos
21,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-upright/4136.jpg,4136.jpg,pos
22,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-upright/3048.jpg,3048.jpg,pos
23,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-upright/3954.jpg,3954.jpg,pos
24,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-upright/0793.jpg,0793.jpg,pos
25,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-upright/0122.jpg,0122.jpg,pos
26,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-upright/0087.jpg,0087.jpg,pos
27,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-upright/2484.jpg,2484.jpg,pos
0,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/6470.jpg,6470.jpg,neg
1,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/6524.jpg,6524.jpg,neg
2,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/0213.jpg,0213.jpg,neg
3,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/4469.jpg,4469.jpg,neg
4,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/7430.jpg,7430.jpg,neg
5,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/5116.jpg,5116.jpg,neg
6,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/3802.jpg,3802.jpg,neg
7,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/2716.jpg,2716.jpg,neg
8,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/2283.jpg,2283.jpg,neg
9,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/5240.jpg,5240.jpg,neg
10,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/5107.jpg,5107.jpg,neg
11,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/0586.jpg,0586.jpg,neg
12,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/0921.jpg,0921.jpg,neg
13,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/4512.jpg,4512.jpg,neg
14,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/4257.jpg,4257.jpg,neg
15,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/4364.jpg,4364.jpg,neg
16,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/0146.jpg,0146.jpg,neg
17,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/8001.jpg,8001.jpg,neg
18,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/7113.jpg,7113.jpg,neg
19,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/1709.jpg,1709.jpg,neg
20,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/0259.jpg,0259.jpg,neg
21,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/7685.jpg,7685.jpg,neg
22,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/0503.jpg,0503.jpg,neg
23,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/4473.jpg,4473.jpg,neg
24,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/2490.jpg,2490.jpg,neg
25,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/0322.jpg,0322.jpg,neg
26,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/1031.jpg,1031.jpg,neg
27,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-upright/7545.jpg,7545.jpg,neg
0,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-dummy/beauty.png,beauty.png,pos_dummy
0,raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/neg-dummy/Cruel.png,Cruel.png,neg_dummy
