,url,fname,val_type
0,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/2496.jpg,2496.jpg,pos
1,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/1857.jpg,1857.jpg,pos
2,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/3267.jpg,3267.jpg,pos
3,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/6449.jpg,6449.jpg,pos
4,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0114.jpg,0114.jpg,pos
5,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0646.jpg,0646.jpg,pos
6,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/2409.jpg,2409.jpg,pos
7,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/1787.jpg,1787.jpg,pos
8,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/1827.jpg,1827.jpg,pos
9,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0580.jpg,0580.jpg,pos
10,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/6507.jpg,6507.jpg,pos
11,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/4668.jpg,4668.jpg,pos
12,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/6341.jpg,6341.jpg,pos
13,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/4238.jpg,4238.jpg,pos
14,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/1608.jpg,1608.jpg,pos
15,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/3522.jpg,3522.jpg,pos
16,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/6928.jpg,6928.jpg,pos
17,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0136.jpg,0136.jpg,pos
18,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0169.jpg,0169.jpg,pos
19,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0390.jpg,0390.jpg,pos
20,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/7682.jpg,7682.jpg,pos
21,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/6522.jpg,6522.jpg,pos
22,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/2656.jpg,2656.jpg,pos
23,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/4631.jpg,4631.jpg,pos
24,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/2634.jpg,2634.jpg,pos
25,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/3379.jpg,3379.jpg,pos
26,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/7683.jpg,7683.jpg,pos
27,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/2788.jpg,2788.jpg,pos
28,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/4689.jpg,4689.jpg,pos
29,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0178.jpg,0178.jpg,pos
30,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0427.jpg,0427.jpg,pos
31,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/5095.jpg,5095.jpg,pos
32,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0116.jpg,0116.jpg,pos
33,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/6463.jpg,6463.jpg,pos
34,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/1782.jpg,1782.jpg,pos
35,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/1236.jpg,1236.jpg,pos
36,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0916.jpg,0916.jpg,pos
37,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/0670.jpg,0670.jpg,pos
38,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/5111.jpg,5111.jpg,pos
39,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/4136.jpg,4136.jpg,pos
40,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/3048.jpg,3048.jpg,pos
41,https://raw.githubusercontent.com/saeedeh/sensoryValence-onlineStudy/main/stimuli/pos-img/3954.jpg,3954.jpg,pos
